gene_symbol	gene_entrez_id	reference_name	cds_start_min	cds_end_max
TANK	10010	2	161179662	161235517
TAOK1	57551	17	29451548	29543021
TAOK2	9344	16	29977772	29991567
TAOK3	51347	12	118150996	118255566
TAP1	6890	6	32845578	32853815
TAP2	6891	6	32822288	32838232
TAPBP	6892	6	33301759	33314040
TAPBPL	55080	12	6452248	6462148
TAPT1	202018	4	16163307	16226456
TARBP1	6894	1	234391576	234479102
TARBP2	6895	12	53501408	53506147
TARDBP	23435	1	11013727	11022653
TARM1	441864	19	54070002	54081339
TARS	6897	5	33441086	33467707
TARS2	80222	1	150487450	150507063
TARSL2	123283	15	101654581	101724386
TAS1R1	80835	1	6555373	6579583
TAS1R2	80834	1	18839598	18859659
TAS1R3	83756	1	1331345	1334463
TAS2R1	50834	5	9629132	9630031
TAS2R10	50839	12	10825345	10826268
TAS2R13	50838	12	10908386	10909297
TAS2R14	50840	12	10938253	10939206
TAS2R16	50833	7	122994758	122995633
TAS2R19	259294	12	11021671	11022570
TAS2R20	259295	12	10996945	10997874
TAS2R3	50831	7	141764158	141765108
TAS2R30	259293	12	11133284	11134243
TAS2R31	259290	12	11030405	11031334
TAS2R38	5726	7	141972687	141973688
TAS2R39	259285	7	143183418	143184434
TAS2R4	50832	7	141778488	141779387
TAS2R40	259286	7	143222078	143223049
TAS2R41	259287	7	143477872	143478795
TAS2R42	353164	12	11185992	11186936
TAS2R43	259289	12	11091299	11092228
TAS2R46	259292	12	11061364	11062293
TAS2R5	54429	7	141790361	141791260
TAS2R50	259296	12	10985960	10986859
TAS2R60	338398	7	143443452	143444408
TAS2R7	50837	12	10801613	10802569
TAS2R8	50836	12	10806050	10806979
TAS2R9	50835	12	10809136	10810074
TASP1	55617	20	13390359	13630077
TAT	6898	16	71568143	71576414
TATDN1	83940	8	124488593	124539045
TATDN2	9797	3	10249200	10279024
TATDN3	128387	1	212791921	212815155
TAX1BP1	8887	7	27748524	27828828
TAX1BP3	30851	17	3663747	3668525
TAZ	6901	X	154411843	154421003
TBATA	219793	10	70771375	70783378
TBC1D1	23216	4	37902095	38137334
TBC1D10A	83874	22	30292374	30326880
TBC1D10B	26000	16	30357943	30370182
TBC1D10C	374403	11	67404202	67409753
TBC1D12	23232	10	94402613	94533095
TBC1D13	54662	9	128787353	128807878
TBC1D14	57533	4	6923389	7030391
TBC1D15	64786	12	71839781	71923203
TBC1D16	125058	17	79940858	80013546
TBC1D17	79735	19	49877723	49888623
TBC1D19	55296	4	26584193	26754946
TBC1D2	55357	9	98199380	98255540
TBC1D20	128637	20	438585	462404
TBC1D21	161514	15	73873709	73889100
TBC1D22A	25771	22	46762786	47173625
TBC1D22B	55633	6	37257917	37331171
TBC1D23	55773	3	100261018	100323667
TBC1D24	57465	16	2496148	2500957
TBC1D25	4943	X	48539797	48560974
TBC1D26	353149	17	15735348	15742027
TBC1D28	254272	17	18636461	18641351
TBC1D2B	23102	15	77998159	78077651
TBC1D3	729873	17	38181973	38191028
TBC1D30	23329	12	64824879	64875787
TBC1D31	93594	8	123072769	123151938
TBC1D32	221322	6	121080770	121334429
TBC1D3B	414059	17	36165994	36175049
TBC1D3C	414060	17	38058007	38067065
TBC1D3D	101060389	17	38005560	38014592
TBC1D3E	102723859	17	38129495	38138552
TBC1D3G	101060321	17	36325411	36334443
TBC1D3H	729877	17	36377845	36386894
TBC1D3I	102724862	17	36253953	36262984
TBC1D3K	101060351	17	37925999	37935055
TBC1D3L	101060376	17	37978469	37987519
TBC1D4	9882	13	75286791	75481766
TBC1D5	9779	3	17160962	17508569
TBC1D7	51256	6	13305100	13326897
TBC1D8	11138	2	101007820	101151252
TBC1D8B	54885	X	106802853	106873964
TBC1D9	23158	4	140622194	140756044
TBC1D9B	23061	5	179863447	179907820
TBCA	6902	5	77691417	77776256
TBCB	1155	19	36115560	36125781
TBCC	6903	6	42745032	42746072
TBCCD1	55171	3	186551149	186570153
TBCD	6904	17	82752193	82942462
TBCE	6905	1	235380049	235448761
TBCEL	219899	11	121045690	121087095
TBCK	93627	4	106046569	106308959
TBK1	29110	12	64455870	64501380
TBKBP1	9755	17	47696112	47710625
TBL1X	6907	X	9653586	9716245
TBL1XR1	79718	3	177025497	177064976
TBL1Y	90665	Y	7025084	7091491
TBL2	26608	7	73570506	73578548
TBL3	10607	16	1972164	1978684
TBP	6908	6	170557029	170572264
TBPL1	9519	6	133980125	133987039
TBPL2	387332	14	55414378	55440544
TBR1	10716	2	161416410	161424226
TBRG1	84897	11	124623083	124632237
TBRG4	9238	7	45100324	45109236
TBX1	6899	22	19759643	19783021
TBX10	347853	11	67631604	67639471
TBX15	6913	1	118884731	118987794
TBX18	9096	6	84736684	84764180
TBX19	9095	1	168281090	168313001
TBX2	6909	17	61400176	61408505
TBX20	57057	7	35202429	35253619
TBX21	30009	17	47733454	47745365
TBX22	50945	X	80022269	80031110
TBX3	6926	12	114671840	114683199
TBX4	9496	17	61456490	61483515
TBX5	6910	12	114355531	114403897
TBX6	6911	16	30086224	30091192
TBXA2R	6915	19	3594835	3600633
TBXAS1	6916	7	139829387	140020098
TBXT	6862	6	166158314	166167590
TC2N	123036	14	91783099	91813768
TCAF1	9747	7	143854132	143876607
TCAF2	285966	7	143702994	143727666
TCAIM	285343	3	44354782	44407681
TCAP	8557	17	39665359	39666108
TCEA1	6917	8	53968103	54022124
TCEA2	6919	20	64063312	64072179
TCEA3	6920	1	23381465	23424632
TCEAL1	9338	X	103629916	103630395
TCEAL2	140597	X	102126830	102127513
TCEAL3	85012	X	103609064	103609666
TCEAL4	79921	X	103576469	103587322
TCEAL5	340543	X	103273942	103274562
TCEAL6	158931	X	102140779	102141330
TCEAL7	56849	X	103331403	103331705
TCEAL8	90843	X	103253625	103253978
TCEAL9	51186	X	103357684	103357998
TCEANC	170082	X	13659686	13663563
TCEANC2	127428	1	54054422	54096472
TCERG1	10915	5	146447349	146510641
TCERG1L	256536	10	131093161	131311634
TCF12	6938	15	56919913	57282586
TCF15	6939	20	604590	610236
TCF19	6941	6	31159469	31162716
TCF20	6942	22	42161340	42215304
TCF21	6943	6	133889397	133891801
TCF23	150921	2	27149133	27152866
TCF24	100129654	8	66948050	66961764
TCF25	22980	16	89873667	89911237
TCF3	6929	19	1611706	1650247
TCF4	6925	18	55228224	55635896
TCF7	6932	5	134114906	134146302
TCF7L1	83439	2	85133684	85309461
TCF7L2	6934	10	112950756	113165971
TCFL5	10732	20	62841974	62861669
TCHH	7062	1	152107384	152114079
TCHHL1	126637	1	152084966	152088142
TCHP	84260	12	109903026	109916622
TCIM	56892	8	40153532	40153852
TCIRG1	10312	11	68041271	68050818
TCL1A	8115	14	95711754	95714065
TCL1B	9623	14	95686467	95691320
TCN1	6947	11	59852974	59866469
TCN2	6948	22	30607331	30626520
TCOF1	6949	5	150357746	150399047
TCP1	6950	6	159779044	159789467
TCP10	6953	6	167373168	167382872
TCP10L	140290	21	32576773	32584303
TCP10L2	401285	6	167172144	167181915
TCP11	6954	6	35118268	35141228
TCP11L1	55346	11	33043773	33072675
TCP11L2	255394	12	106311075	106346529
TCP11X2	100996648	X	102460512	102465543
TCTA	6988	3	49412426	49414861
TCTE1	202500	6	44280180	44287824
TCTE3	6991	6	169740184	169751457
TCTEX1D1	200132	1	66754658	66777453
TCTEX1D2	255758	3	196291326	196318151
TCTEX1D4	343521	1	44806002	44806667
TCTN1	79600	12	110614182	110647891
TCTN2	79867	12	123671240	123707712
TCTN3	26123	10	95664066	95693898
TDG	6996	12	103966037	103987089
TDGF1	6997	3	46577969	46581249
TDO2	6999	4	155903758	155919989
TDP1	55775	14	89963114	90043161
TDP2	51567	6	24650787	24666861
TDRD1	56165	10	114187831	114231516
TDRD10	126668	1	154506903	154547709
TDRD12	91646	19	32720072	32790678
TDRD15	100129278	2	21137467	21143271
TDRD3	81550	13	60397364	60567640
TDRD5	163589	1	179592615	179690942
TDRD6	221400	6	46688128	46701886
TDRD7	23424	9	97428465	97495882
TDRD9	122402	14	103928509	104052081
TDRKH	11022	1	151774451	151783021
TDRP	157695	8	491571	544756
TEAD1	7003	11	12764232	12937221
TEAD2	8463	19	49341323	49360074
TEAD3	7005	6	35475043	35486661
TEAD4	7004	12	2994766	3040477
TEC	7006	4	48137415	48228613
TECPR1	25851	7	98217389	98246145
TECPR2	9895	14	102376721	102498256
TECR	9524	19	14529696	14565870
TECRL	253017	4	64277034	64409350
TECTA	7007	11	121102665	121190805
TECTB	6975	10	112283734	112303311
TEDC1	283643	14	105491102	105498945
TEDC2	80178	16	2460144	2464667
TEDDM1	127670	1	182399663	182400484
TEF	7008	22	41367532	41395959
TEFM	79736	17	30899168	30906197
TEK	7010	9	27109590	27229231
TEKT1	83659	17	6800026	6830375
TEKT2	27285	1	36084921	36088185
TEKT3	64518	17	15303935	15331584
TEKT4	150483	2	94871579	94876768
TEKT5	146279	16	10627582	10694872
TELO2	9894	16	1494281	1509935
TEN1	100134934	17	75986192	76000261
TENM1	10178	X	124380535	124963752
TENM2	57451	5	167755053	168262809
TENM3	55714	4	182324020	182800350
TENM4	26011	11	78658057	79069943
TENT2	167153	5	79619648	79685272
TENT4B	64282	16	50152952	50229327
TENT5A	55603	6	81749694	81752140
TENT5B	115572	1	27005943	27012669
TENT5C	54855	1	117622868	117624043
TENT5D	169966	X	80442539	80443708
TEP1	7011	14	20368436	20408438
TEPP	374739	16	57976471	57987425
TEPSIN	146705	17	81228927	81239032
TERB2	145645	15	44956718	44978627
TERF1	7013	8	73008886	73046136
TERF2	7014	16	69356897	69385970
TERF2IP	54386	16	75647882	75656610
TERT	7015	5	1253727	1294988
TES	26136	7	116210707	116257481
TESC	54997	12	117039132	117099281
TESK1	7016	9	35605619	35609741
TESK2	10420	1	45344839	45457784
TESMIN	9633	11	68708307	68750659
TESPA1	9840	12	54961168	54974561
TET1	80312	10	68572338	68691813
TET2	54790	4	105233942	105276518
TET3	200424	2	73986403	74102175
TEX10	54881	9	100302190	100352420
TEX101	83639	19	43406504	43418396
TEX11	56159	X	70529094	70907788
TEX12	56158	11	112169268	112171915
TEX13A	56157	X	105218963	105220396
TEX13B	56156	X	107981079	107982126
TEX13C	100129520	X	125320119	125323100
TEX13D	100132015	X	124332917	124335061
TEX14	56155	17	58557010	58652000
TEX15	56154	8	30833285	30887301
TEX19	400629	17	82362150	82362644
TEX2	55852	17	64148968	64214216
TEX22	647310	14	105399340	105411832
TEX26	122046	13	30932715	30974906
TEX261	113419	2	70988599	70994756
TEX264	51368	3	51674304	51704015
TEX28	1527	X	154271414	154292116
TEX29	121793	13	111320890	111344122
TEX30	93081	13	102766400	102770025
TEX33	339669	22	36991178	37003986
TEX35	84066	1	178513188	178523338
TEX36	387718	10	125576748	125682988
TEX37	200523	2	88525644	88529473
TEX38	374973	1	46671934	46673455
TEX43	389320	5	126631734	126636240
TEX44	165100	2	231592951	231594138
TEX45	374877	19	7500822	7508429
TEX46	729059	1	23010900	23015772
TEX47	219557	7	88794180	88794941
TEX48	100505478	9	114666642	114671722
TEX49	255411	12	48727480	48765654
TEX50	730159	1	173635521	173637035
TEX51	101929926	2	126898918	126901401
TEX53	105376230	9	114656528	114657773
TEX9	374618	15	56365450	56428443
TF	7018	3	133746440	133778619
TFAM	7019	10	58385547	58395073
TFAP2A	7020	6	10398416	10419449
TFAP2B	7021	6	50818891	50843391
TFAP2C	7022	20	56629544	56638012
TFAP2D	83741	6	50714055	50772863
TFAP2E	339488	1	35573577	35594675
TFAP4	7023	16	4258054	4272745
TFB1M	51106	6	155257835	155314427
TFB2M	64216	1	246541030	246566137
TFCP2	7024	12	51095240	51172421
TFCP2L1	29842	2	121224340	121285108
TFDP1	7027	13	113585837	113640266
TFDP2	7029	3	141952512	142101748
TFDP3	51270	X	133217041	133218258
TFE3	7030	X	49030157	49043225
TFEB	7942	6	41684598	41736164
TFEC	22797	7	115940550	115984440
TFF1	7031	21	42362478	42366494
TFF2	7032	21	42346532	42350956
TFF3	7033	21	42312255	42315415
TFG	10342	3	100713685	100748530
TFIP11	24144	22	26492012	26510271
TFPI	7035	2	187466935	187503767
TFPI2	7980	7	93886819	93890677
TFPT	29844	19	54107049	54115268
TFR2	7036	7	100620856	100641508
TFRC	7037	3	196051941	196077098
TG	7038	8	132867000	133134793
TGDS	23483	13	94574781	94596135
TGFA	7039	2	70450858	70553766
TGFB1	7040	19	41331051	41353043
TGFB1I1	7041	16	31472188	31477575
TGFB2	7042	1	218346701	218441361
TGFB3	7043	14	75959186	75980892
TGFBI	7045	5	136029055	136063225
TGFBR1	7046	9	99105205	99149304
TGFBR2	7048	3	30606883	30691598
TGFBR3	7049	1	91683738	91861530
TGFBR3L	100507588	19	7916267	7918123
TGFBRAP1	9392	2	105267382	105308300
TGIF1	7050	18	3447739	3457939
TGIF2	60436	20	36578774	36591430
TGIF2-RAB5IF	100527943	20	36578774	36612050
TGIF2LX	90316	X	89922085	89922810
TGIF2LY	90655	Y	3579244	3579801
TGM1	7051	14	24249312	24262351
TGM2	7052	20	38130218	38165197
TGM3	7053	20	2296063	2340580
TGM4	7047	3	44874678	44913724
TGM5	9333	15	43233190	43266848
TGM6	343641	20	2380968	2432642
TGM7	116179	15	43276454	43302249
TGOLN2	10618	2	85322704	85327961
TGS1	96764	8	55773618	55824702
TH	7054	11	2164232	2171785
THADA	63892	2	43230947	43592391
THAP1	55145	8	42837961	42843093
THAP10	56906	15	70882453	70892271
THAP11	57215	16	67842554	67843498
THAP12	5612	11	76350863	76380835
THAP2	83591	12	71664509	71677107
THAP3	90326	1	6625218	6634087
THAP4	51078	2	241584605	241637016
THAP5	168451	7	108564190	108569568
THAP6	152815	4	75515452	75527213
THAP7	80764	22	20999879	21001910
THAP8	199745	19	36035439	36054216
THAP9	79725	4	82900802	82918923
THBD	7056	20	23047776	23049503
THBS1	7057	15	39581857	39595368
THBS2	7058	6	169217821	169250783
THBS3	7059	1	155195840	155207875
THBS4	7060	5	80035537	80083140
THEG	51298	19	362199	375969
THEGL	100506564	4	56530676	56603322
THEM4	117145	1	151874887	151909457
THEM5	284486	1	151847370	151853564
THEM6	51337	8	142727346	142735438
THEMIS	387357	6	127709984	127900931
THEMIS2	9473	1	27872571	27885921
THG1L	54974	5	157731440	157739481
THNSL1	79896	10	25023223	25025454
THNSL2	55258	2	88173150	88186122
THOC1	9984	18	214625	268018
THOC2	57187	X	123610935	123733021
THOC3	84321	5	175959968	175968207
THOC5	8563	22	29508456	29549146
THOC6	79228	16	3024326	3027656
THOC7	80145	3	63834131	63863789
THOP1	7064	19	2785662	2813275
THPO	7066	3	184372512	184376258
THRA	7067	17	40074488	40093381
THRAP3	9967	1	36282563	36304016
THRB	7068	3	24122883	24228958
THRSP	7069	11	78063881	78064321
THSD1	55901	13	52377410	52402599
THSD4	79875	15	71141527	71777373
THSD7A	221981	7	11375793	11831945
THSD7B	80731	2	136882178	137676604
THTPA	79178	14	23556757	23558839
THUMPD1	55623	16	20736879	20741738
THUMPD2	80745	2	39736734	39779238
THUMPD3	25917	3	9365068	9384687
THY1	7070	11	119419407	119420904
THYN1	29087	11	134248437	134252881
TIA1	7072	2	70212718	70248429
TIAF1	9220	17	29073851	29074198
TIAL1	7073	10	119575664	119596464
TIAM1	7074	21	31120367	31266971
TIAM2	26230	6	155129223	155257120
TICAM1	148022	19	4816238	4818376
TICAM2	353376	5	115580548	115581255
TICRR	90381	15	89575586	89627085
TIE1	7075	1	43301071	43322721
TIFA	92610	4	112277861	112278415
TIFAB	497189	5	135449453	135449938
TIGAR	57103	12	4321271	4352690
TIGD1	200765	2	232548106	232549881
TIGD2	166815	4	89112974	89114551
TIGD3	220359	11	65355808	65357223
TIGD4	201798	4	152769465	152771003
TIGD5	84948	8	143597903	143599831
TIGD6	81789	5	149994782	149996347
TIGD7	91151	16	3298964	3300613
TIGIT	201633	3	114294061	114308130
TIMD4	91937	5	156919456	156963197
TIMELESS	8914	12	56417715	56434169
TIMM10	26519	11	57528716	57530188
TIMM10B	26515	11	6481516	6482220
TIMM13	26517	19	2426947	2427532
TIMM17A	10440	1	201955526	201969553
TIMM17B	10245	X	48893728	48897748
TIMM21	29090	18	74148808	74158479
TIMM22	29928	17	997142	1001087
TIMM23	100287932	10	45972624	46003317
TIMM23B	100652748	10	49942194	49973063
TIMM29	90580	19	10928822	10929701
TIMM44	10469	19	7927186	7943650
TIMM50	92609	19	39480544	39489819
TIMM8A	1678	X	101346498	101348663
TIMM8B	26521	11	112085294	112086767
TIMM9	26520	14	58409033	58411944
TIMMDC1	51300	3	119498733	119523755
TIMP1	7076	X	47583415	47586690
TIMP2	7077	17	78855666	78925087
TIMP3	7078	22	32802001	32859376
TIMP4	7079	3	12153514	12158839
TINAG	27283	6	54308550	54389924
TINAGL1	64129	1	31577148	31586978
TINF2	26277	14	24239796	24242331
TIPARP	25976	3	156677697	156705130
TIPIN	54962	15	66336957	66352946
TIPRL	261726	1	168179077	168200045
TIRAP	114609	11	126290894	126293686
TJAP1	93643	6	43499001	43505854
TJP1	7082	15	29701594	29822027
TJP2	9414	9	69174372	69254373
TJP3	27134	19	3721892	3750683
TK1	7083	17	78174758	78186993
TK2	7084	16	66511967	66550282
TKFC	26007	11	61334728	61346502
TKT	7086	3	53225755	53255941
TKTL1	8277	X	154295859	154329687
TKTL2	84076	4	163471853	163473733
TLCD1	116238	17	28724509	28726807
TLCD2	727910	17	1707769	1710241
TLDC1	57707	16	84479912	84498085
TLDC2	140711	20	36876174	36889385
TLE1	7088	9	81584197	81688239
TLE2	7089	19	2997847	3045787
TLE3	7090	15	70050096	70096797
TLE4	7091	9	79572790	79725143
TLE6	79816	19	2978233	2995003
TLK1	9874	2	170993779	171160427
TLK2	11011	17	62481125	62612564
TLL1	7092	4	165873904	166100875
TLL2	7093	10	96368087	96513684
TLN1	7094	9	35697790	35725693
TLN2	83660	15	62647310	62840609
TLNRD1	59274	15	81002271	81003359
TLR1	7096	4	38796470	38798830
TLR10	81793	4	38773154	38775589
TLR2	7097	4	153702907	153705261
TLR3	7098	4	186076619	186084872
TLR4	7099	9	117704472	117714647
TLR5	7100	1	223110454	223113030
TLR6	10333	4	38827082	38829472
TLR7	51284	X	12867578	12888657
TLR8	51311	X	12906706	12922165
TLR9	54106	3	52221216	52225528
TLX1	3195	10	101131541	101136912
TLX2	3196	2	74514806	74516188
TLX3	30012	5	171309365	171311598
TM2D1	83941	1	61683435	61725119
TM2D2	83877	8	38991331	38996438
TM2D3	80213	15	101633676	101652360
TM4SF1	4071	3	149369865	149377546
TM4SF18	116441	3	149321477	149333381
TM4SF19	116211	3	196323816	196327589
TM4SF20	79853	2	227363723	227379267
TM4SF4	7104	3	149474877	149502692
TM4SF5	9032	17	4771922	4783127
TM6SF1	53346	15	83107680	83136671
TM6SF2	53345	19	19264663	19273214
TM7SF2	7108	11	65112015	65116052
TM7SF3	51768	12	26973964	27014167
TM9SF1	10548	14	24189414	24195018
TM9SF2	9375	13	99501606	99562757
TM9SF3	56889	10	96522262	96586834
TM9SF4	9777	20	32109740	32165443
TMA16	55319	4	163494801	163519513
TMA7	51372	3	48440296	48443881
TMBIM1	64114	2	218275474	218282140
TMBIM4	51643	12	66137959	66169950
TMBIM6	7009	12	49742136	49762895
TMC1	117531	9	72648648	72835972
TMC2	117532	20	2536621	2641350
TMC3	342125	15	81332418	81374076
TMC4	147798	19	54160305	54173116
TMC5	79838	16	19440038	19497965
TMC6	11322	17	78113147	78126831
TMC7	79905	16	18984063	19061842
TMC8	147138	17	78131588	78141111
TMCC1	23023	3	129651480	129828377
TMCC2	9911	1	205228564	205272123
TMCC3	57458	12	94571434	94650429
TMCO1	54499	1	165728022	165768903
TMCO2	127391	1	40247993	40251593
TMCO3	55002	13	113495581	113549537
TMCO4	255104	1	19683039	19780757
TMCO5A	145942	15	37936323	37966642
TMCO6	55374	5	140639527	140645097
TMED1	11018	19	10832994	10836190
TMED10	10972	14	75134884	75176578
TMED2	10959	12	123584636	123596728
TMED3	23423	15	79311249	79411503
TMED4	222068	7	44579478	44582205
TMED5	50999	1	93154669	93180241
TMED6	146456	16	69343406	69351752
TMED7	51014	5	115616208	115625791
TMED7-TICAM2	100302736	5	115580548	115625791
TMED8	283578	14	77341770	77377052
TMED9	54732	5	177592214	177595415
TMEFF1	8577	9	100473544	100576599
TMEFF2	23671	2	191950310	192194523
TMEM100	55273	17	55720665	55721069
TMEM101	84336	17	44011927	44014951
TMEM102	284114	17	7435871	7437505
TMEM104	54868	17	74777330	74839100
TMEM106A	113277	17	43213041	43217800
TMEM106B	54664	7	12214810	12231974
TMEM106C	79022	12	47964236	47968228
TMEM107	84314	17	8174202	8176285
TMEM108	66000	3	133229311	133395985
TMEM109	79073	11	60919693	60922164
TMEM11	8834	17	21198323	21214151
TMEM110-MUSTN1	100526772	3	52833323	52897449
TMEM114	283953	16	8569772	8589837
TMEM115	11070	3	50355342	50359062
TMEM116	89894	12	111931620	112005269
TMEM117	84216	12	43844651	44388671
TMEM119	338773	12	108591531	108592382
TMEM120A	83862	7	75987031	75994569
TMEM120B	144404	12	121712895	121775721
TMEM121	80757	14	105528834	105529793
TMEM121B	27439	22	17119390	17121126
TMEM123	114908	11	102398866	102452622
TMEM125	128218	1	43272722	43273381
TMEM126A	84233	11	85650255	85656500
TMEM126B	55863	11	85628607	85636228
TMEM127	55654	2	96253807	96265380
TMEM128	85013	4	4237835	4248201
TMEM129	92305	4	1717179	1720836
TMEM130	222865	7	98848055	98869860
TMEM131	23505	2	97757098	97995661
TMEM131L	23240	4	153466397	153636575
TMEM132A	54972	11	60924633	60936906
TMEM132B	114795	12	125326623	125654709
TMEM132C	92293	12	128267402	128706294
TMEM132D	121256	12	129073874	129903338
TMEM132E	124842	17	34581076	34638231
TMEM134	80194	11	67464613	67469191
TMEM135	65084	11	87038045	87321332
TMEM136	219902	11	120327375	120330514
TMEM138	51524	11	61364390	61368708
TMEM139	135932	7	143285957	143286828
TMEM140	55281	7	135164441	135164998
TMEM141	85014	9	136791370	136792831
TMEM143	55260	19	48333218	48363919
TMEM144	55314	4	158212667	158253526
TMEM145	284339	19	42313376	42324816
TMEM147	10430	19	35545739	35547446
TMEM14A	28978	6	52677102	52686048
TMEM14B	81853	6	10749201	10759100
TMEM14C	51522	6	10724613	10730665
TMEM150A	129303	2	85599075	85601947
TMEM150B	284417	19	55312858	55321035
TMEM150C	441027	4	82485510	82504656
TMEM151A	256472	11	66292013	66295652
TMEM151B	441151	6	44270742	44276526
TMEM154	201799	4	152628545	152679932
TMEM155	132332	4	121760293	121761882
TMEM156	80008	4	38971069	39032312
TMEM158	25907	3	45225124	45226026
TMEM159	57146	16	21161182	21179555
TMEM160	54958	19	47045986	47048613
TMEM161A	54929	19	19119929	19138427
TMEM161B	153396	5	88190051	88268722
TMEM163	81615	2	134456715	134718934
TMEM164	84187	X	110003774	110173450
TMEM165	55858	4	55396189	55425451
